Province,Country,Latitude,Longitude,Date,Confirmed,Deaths,Recovered
,New Zealand,-40.9006,174.886,24 February 2020,0,0,0
,Nicaragua,12.8654,-85.2072,24 February 2020,0,0,0
,Niger,17.6078,8.0817,24 February 2020,0,0,0
,Nigeria,9.082,8.6753,24 February 2020,0,0,0
,North Macedonia,41.6086,21.7453,24 February 2020,0,0,0
,Norway,60.472,8.4689,24 February 2020,0,0,0
,Oman,21,57,24 February 2020,2,0,0
,Pakistan,30.3753,69.3451,24 February 2020,0,0,0
,Panama,8.538,-80.7821,24 February 2020,0,0,0
,Papua New Guinea,-6.315,143.9555,24 February 2020,0,0,0
,Paraguay,-23.4425,-58.4438,24 February 2020,0,0,0
,Peru,-9.19,-75.0152,24 February 2020,0,0,0
,Philippines,13,122,24 February 2020,3,1,1
,Poland,51.9194,19.1451,24 February 2020,0,0,0
,Portugal,39.3999,-8.2245,24 February 2020,0,0,0
,Qatar,25.3548,51.1839,24 February 2020,0,0,0
,Romania,45.9432,24.9668,24 February 2020,0,0,0
,Russia,60,90,24 February 2020,2,0,2
,Rwanda,-1.9403,29.8739,24 February 2020,0,0,0
,Saint Lucia,13.9094,-60.9789,24 February 2020,0,0,0
,Saint Vincent and the Grenadines,12.9843,-61.2872,24 February 2020,0,0,0
,San Marino,43.9424,12.4578,24 February 2020,0,0,0
,Saudi Arabia,24,45,24 February 2020,0,0,0
,Senegal,14.4974,-14.4524,24 February 2020,0,0,0
,Serbia,44.0165,21.0059,24 February 2020,0,0,0
,Seychelles,-4.6796,55.492,24 February 2020,0,0,0
,Singapore,1.2833,103.8333,24 February 2020,89,0,51
,Slovakia,48.669,19.699,24 February 2020,0,0,0
,Slovenia,46.1512,14.9955,24 February 2020,0,0,0
,Somalia,5.1521,46.1996,24 February 2020,0,0,0
,South Africa,-30.5595,22.9375,24 February 2020,0,0,0
,Spain,40,-4,24 February 2020,2,0,2
,Sri Lanka,7,81,24 February 2020,1,0,1
,Sudan,12.8628,30.2176,24 February 2020,0,0,0
,Suriname,3.9193,-56.0278,24 February 2020,0,0,0
,Sweden,63,16,24 February 2020,1,0,0
,Switzerland,46.8182,8.2275,24 February 2020,0,0,0
,Taiwan*,23.7,121,24 February 2020,30,1,5
,Tanzania,-6.369,34.8888,24 February 2020,0,0,0
,Thailand,15,101,24 February 2020,35,0,21
,Togo,8.6195,0.8248,24 February 2020,0,0,0
,Trinidad and Tobago,10.6918,-61.2225,24 February 2020,0,0,0
,Tunisia,34,9,24 February 2020,0,0,0
,Turkey,38.9637,35.2433,24 February 2020,0,0,0
,Uganda,1,32,24 February 2020,0,0,0
,Ukraine,48.3794,31.1656,24 February 2020,0,0,0
,United Arab Emirates,24,54,24 February 2020,13,0,4
Bermuda,United Kingdom,32.3078,-64.7505,24 February 2020,0,0,0
Cayman Islands,United Kingdom,19.3133,-81.2546,24 February 2020,0,0,0
Channel Islands,United Kingdom,49.3723,-2.3644,24 February 2020,0,0,0
Gibraltar,United Kingdom,36.1408,-5.3536,24 February 2020,0,0,0
Isle of Man,United Kingdom,54.2361,-4.5481,24 February 2020,0,0,0
Montserrat,United Kingdom,16.7425,-62.1874,24 February 2020,0,0,0
,United Kingdom,55.3781,-3.436,24 February 2020,13,0,8
,Uruguay,-32.5228,-55.7658,24 February 2020,0,0,0
,US,37.0902,-95.7129,24 February 2020,51,0,5
,Uzbekistan,41.3775,64.5853,24 February 2020,0,0,0
,Venezuela,6.4238,-66.5897,24 February 2020,0,0,0
,Vietnam,16,108,24 February 2020,16,0,14
,Zambia,-15.4167,28.2833,24 February 2020,0,0,0
,Zimbabwe,-20,30,24 February 2020,0,0,0
Diamond Princess,Canada,0,0,24 February 2020,0,0,0
,Dominica,15.415,-61.371,24 February 2020,0,0,0
,Grenada,12.1165,-61.679,24 February 2020,0,0,0
,Mozambique,-18.665695,35.529562,24 February 2020,0,0,0
,Syria,34.802075,38.996815,24 February 2020,0,0,0
,Timor-Leste,-8.874217,125.727539,24 February 2020,0,0,0
,Belize,13.1939,-59.5432,24 February 2020,0,0,0
,Laos,19.85627,102.495496,24 February 2020,0,0,0
,Libya,26.3351,17.228331,24 February 2020,0,0,0
,West Bank and Gaza,31.9522,35.2332,24 February 2020,0,0,0
,Guinea-Bissau,11.8037,-15.1804,24 February 2020,0,0,0
,Mali,17.570692,-3.996166,24 February 2020,0,0,0
,Saint Kitts and Nevis,17.357822,-62.782998,24 February 2020,0,0,0
Northwest Territories,Canada,64.8255,-124.8457,24 February 2020,0,0,0
Yukon,Canada,64.2823,-135,24 February 2020,0,0,0
,Kosovo,42.602636,20.902977,24 February 2020,0,0,0
,Burma,21.9162,95.956,24 February 2020,0,0,0
Anguilla,United Kingdom,18.2206,-63.0686,24 February 2020,0,0,0
British Virgin Islands,United Kingdom,18.4207,-64.64,24 February 2020,0,0,0
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,24 February 2020,0,0,0
,MS Zaandam,0,0,24 February 2020,0,0,0
,Botswana,-22.3285,24.6849,24 February 2020,0,0,0
,Burundi,-3.3731,29.9189,24 February 2020,0,0,0
,Sierra Leone,8.460555,-11.779889,24 February 2020,0,0,0
,Malawi,-13.254308,34.301525,24 February 2020,0,0,0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,24 February 2020,0,0,0
Saint Pierre and Miquelon,France,46.8852,-56.3159,24 February 2020,0,0,0
,South Sudan,6.877,31.307,24 February 2020,0,0,0
,Western Sahara,24.2155,-12.8858,24 February 2020,0,0,0
,Sao Tome and Principe,0.18636,6.613081,24 February 2020,0,0,0
,Yemen,15.552727,48.516388,24 February 2020,0,0,0
,Comoros,-11.6455,43.3333,24 February 2020,0,0,0
,Tajikistan,38.861034,71.276093,24 February 2020,0,0,0
,Lesotho,-29.609988,28.233608,24 February 2020,0,0,0
,Afghanistan,33,65,25 February 2020,1,0,0
,Albania,41.1533,20.1683,25 February 2020,0,0,0
,Algeria,28.0339,1.6596,25 February 2020,1,0,0
,Andorra,42.5063,1.5218,25 February 2020,0,0,0
,Angola,-11.2027,17.8739,25 February 2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,25 February 2020,0,0,0
,Argentina,-38.4161,-63.6167,25 February 2020,0,0,0
,Armenia,40.0691,45.0382,25 February 2020,0,0,0
Australian Capital Territory,Australia,-35.4735,149.0124,25 February 2020,0,0,0
New South Wales,Australia,-33.8688,151.2093,25 February 2020,4,0,4
Northern Territory,Australia,-12.4634,130.8456,25 February 2020,0,0,0
Queensland,Australia,-28.0167,153.4,25 February 2020,5,0,1
South Australia,Australia,-34.9285,138.6007,25 February 2020,2,0,2
Tasmania,Australia,-41.4545,145.9707,25 February 2020,0,0,0
Victoria,Australia,-37.8136,144.9631,25 February 2020,4,0,4
Western Australia,Australia,-31.9505,115.8605,25 February 2020,0,0,0
,Austria,47.5162,14.5501,25 February 2020,2,0,0
,Azerbaijan,40.1431,47.5769,25 February 2020,0,0,0
,Bahamas,25.0343,-77.3963,25 February 2020,0,0,0
,Bahrain,26.0275,50.55,25 February 2020,23,0,0
,Bangladesh,23.685,90.3563,25 February 2020,0,0,0
,Barbados,13.1939,-59.5432,25 February 2020,0,0,0
,Belarus,53.7098,27.9534,25 February 2020,0,0,0
,Belgium,50.8333,4,25 February 2020,1,0,1
,Benin,9.3077,2.3158,25 February 2020,0,0,0
,Bhutan,27.5142,90.4336,25 February 2020,0,0,0
,Bolivia,-16.2902,-63.5887,25 February 2020,0,0,0
,Bosnia and Herzegovina,43.9159,17.6791,25 February 2020,0,0,0
,Brazil,-14.235,-51.9253,25 February 2020,0,0,0
,Brunei,4.5353,114.7277,25 February 2020,0,0,0
,Bulgaria,42.7339,25.4858,25 February 2020,0,0,0
,Burkina Faso,12.2383,-1.5616,25 February 2020,0,0,0
,Cabo Verde,16.5388,-23.0418,25 February 2020,0,0,0
,Cambodia,11.55,104.9167,25 February 2020,1,0,1
,Cameroon,3.848,11.5021,25 February 2020,0,0,0
Alberta,Canada,53.9333,-116.5765,25 February 2020,0,0,0
British Columbia,Canada,49.2827,-123.1207,25 February 2020,7,0,0
Grand Princess,Canada,37.6489,-122.6655,25 February 2020,0,0,0
Manitoba,Canada,53.7609,-98.8139,25 February 2020,0,0,0
New Brunswick,Canada,46.5653,-66.4619,25 February 2020,0,0,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,25 February 2020,0,0,0
Nova Scotia,Canada,44.682,-63.7443,25 February 2020,0,0,0
Ontario,Canada,51.2538,-85.3232,25 February 2020,4,0,0
Prince Edward Island,Canada,46.5107,-63.4168,25 February 2020,0,0,0
Quebec,Canada,52.9399,-73.5491,25 February 2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,25 February 2020,0,0,0
,Central African Republic,6.6111,20.9394,25 February 2020,0,0,0
,Chad,15.4542,18.7322,25 February 2020,0,0,0
,Chile,-35.6751,-71.543,25 February 2020,0,0,0
Anhui,China,31.8257,117.2264,25 February 2020,989,6,712
Beijing,China,40.1824,116.4142,25 February 2020,400,4,215
Chongqing,China,30.0572,107.874,25 February 2020,576,6,372
Fujian,China,26.0789,117.9874,25 February 2020,294,1,199
Gansu,China,37.8099,101.0583,25 February 2020,91,2,80
Guangdong,China,23.3417,113.4244,25 February 2020,1347,7,822
Guangxi,China,23.8298,108.7881,25 February 2020,252,2,134
Guizhou,China,26.8154,106.8748,25 February 2020,146,2,104
Hainan,China,19.1959,109.7453,25 February 2020,168,5,124
Hebei,China,39.549,116.1306,25 February 2020,311,6,248
Heilongjiang,China,47.862,127.7615,25 February 2020,480,12,243
Henan,China,33.882,113.614,25 February 2020,1271,19,1002
Hong Kong,China,22.3,114.2,25 February 2020,84,2,19
Hubei,China,30.9756,112.2707,25 February 2020,64786,2563,18971
Hunan,China,27.6104,111.7088,25 February 2020,1016,4,768
Inner Mongolia,China,44.0935,113.9448,25 February 2020,75,0,35
Jiangsu,China,32.9711,119.455,25 February 2020,631,0,458
Jiangxi,China,27.614,115.7221,25 February 2020,934,1,683
Jilin,China,43.6661,126.1923,25 February 2020,93,1,63
Liaoning,China,41.2956,122.6085,25 February 2020,121,1,83
Macau,China,22.1667,113.55,25 February 2020,10,0,7
Ningxia,China,37.2692,106.1655,25 February 2020,71,0,61
Qinghai,China,35.7452,95.9956,25 February 2020,18,0,18
Shaanxi,China,35.1917,108.8701,25 February 2020,245,1,186
Shandong,China,36.3427,118.1498,25 February 2020,756,6,355
Shanghai,China,31.202,121.4491,25 February 2020,336,3,268
Shanxi,China,37.5777,112.2922,25 February 2020,133,0,98
Sichuan,China,30.6171,102.7103,25 February 2020,529,3,289
Tianjin,China,39.3054,117.323,25 February 2020,135,3,91
Tibet,China,31.6927,88.0924,25 February 2020,1,0,1
Xinjiang,China,41.1129,85.2401,25 February 2020,76,2,30
Yunnan,China,24.974,101.487,25 February 2020,174,2,129
Zhejiang,China,29.1832,120.0934,25 February 2020,1205,1,808
,Colombia,4.5709,-74.2973,25 February 2020,0,0,0
,Congo (Brazzaville),-4.0383,21.7587,25 February 2020,0,0,0
,Congo (Kinshasa),-4.0383,21.7587,25 February 2020,0,0,0
,Costa Rica,9.7489,-83.7534,25 February 2020,0,0,0
,Cote d'Ivoire,7.54,-5.5471,25 February 2020,0,0,0
,Croatia,45.1,15.2,25 February 2020,1,0,0
,Diamond Princess,0,0,25 February 2020,691,3,0
,Cuba,22,-80,25 February 2020,0,0,0
,Cyprus,35.1264,33.4299,25 February 2020,0,0,0
,Czechia,49.8175,15.473,25 February 2020,0,0,0
Faroe Islands,Denmark,61.8926,-6.9118,25 February 2020,0,0,0
Greenland,Denmark,71.7069,-42.6043,25 February 2020,0,0,0
,Denmark,56.2639,9.5018,25 February 2020,0,0,0
,Djibouti,11.8251,42.5903,25 February 2020,0,0,0
,Dominican Republic,18.7357,-70.1627,25 February 2020,0,0,0
,Ecuador,-1.8312,-78.1834,25 February 2020,0,0,0
,Egypt,26,30,25 February 2020,1,0,0
,El Salvador,13.7942,-88.8965,25 February 2020,0,0,0
,Equatorial Guinea,1.5,10,25 February 2020,0,0,0
,Eritrea,15.1794,39.7823,25 February 2020,0,0,0
,Estonia,58.5953,25.0136,25 February 2020,0,0,0
,Eswatini,-26.5225,31.4659,25 February 2020,0,0,0
,Ethiopia,9.145,40.4897,25 February 2020,0,0,0
,Fiji,-17.7134,178.065,25 February 2020,0,0,0
,Finland,64,26,25 February 2020,1,0,1
French Guiana,France,3.9339,-53.1258,25 February 2020,0,0,0
French Polynesia,France,-17.6797,149.4068,25 February 2020,0,0,0
Guadeloupe,France,16.25,-61.5833,25 February 2020,0,0,0
Mayotte,France,-12.8275,45.1662,25 February 2020,0,0,0
New Caledonia,France,-20.9043,165.618,25 February 2020,0,0,0
Reunion,France,-21.1351,55.2471,25 February 2020,0,0,0
Saint Barthelemy,France,17.9,-62.8333,25 February 2020,0,0,0
St Martin,France,18.0708,-63.0501,25 February 2020,0,0,0
Martinique,France,14.6415,-61.0242,25 February 2020,0,0,0
,France,46.2276,2.2137,25 February 2020,14,1,11
,Gabon,-0.8037,11.6094,25 February 2020,0,0,0
,Gambia,13.4432,-15.3101,25 February 2020,0,0,0
,Georgia,42.3154,43.3569,25 February 2020,0,0,0
,Germany,51,9,25 February 2020,17,0,14
,Ghana,7.9465,-1.0232,25 February 2020,0,0,0
,Greece,39.0742,21.8243,25 February 2020,0,0,0
,Guatemala,15.7835,-90.2308,25 February 2020,0,0,0
,Guinea,9.9456,-9.6966,25 February 2020,0,0,0
,Guyana,5,-58.75,25 February 2020,0,0,0
,Haiti,18.9712,-72.2852,25 February 2020,0,0,0
,Holy See,41.9029,12.4534,25 February 2020,0,0,0
,Honduras,15.2,-86.2419,25 February 2020,0,0,0
,Hungary,47.1625,19.5033,25 February 2020,0,0,0
,Iceland,64.9631,-19.0208,25 February 2020,0,0,0
,India,21,78,25 February 2020,3,0,3
,Indonesia,-0.7893,113.9213,25 February 2020,0,0,0
,Iran,32,53,25 February 2020,95,16,0
,Iraq,33,44,25 February 2020,1,0,0
,Ireland,53.1424,-7.6921,25 February 2020,0,0,0
,Israel,31,35,25 February 2020,1,0,0
,Italy,43,12,25 February 2020,322,10,1
,Jamaica,18.1096,-77.2975,25 February 2020,0,0,0
,Japan,36,138,25 February 2020,170,1,22
,Jordan,31.24,36.51,25 February 2020,0,0,0
,Kazakhstan,48.0196,66.9237,25 February 2020,0,0,0
,Kenya,-0.0236,37.9062,25 February 2020,0,0,0
,South Korea,36,128,25 February 2020,977,10,22
,Kuwait,29.5,47.75,25 February 2020,11,0,0
,Kyrgyzstan,41.2044,74.7661,25 February 2020,0,0,0
,Latvia,56.8796,24.6032,25 February 2020,0,0,0
,Lebanon,33.8547,35.8623,25 February 2020,1,0,0
,Liberia,6.4281,-9.4295,25 February 2020,0,0,0
,Liechtenstein,47.14,9.55,25 February 2020,0,0,0
,Lithuania,55.1694,23.8813,25 February 2020,0,0,0
,Luxembourg,49.8153,6.1296,25 February 2020,0,0,0
,Madagascar,-18.7669,46.8691,25 February 2020,0,0,0
,Malaysia,2.5,112.5,25 February 2020,22,0,18
,Maldives,3.2028,73.2207,25 February 2020,0,0,0
,Malta,35.9375,14.3754,25 February 2020,0,0,0
,Mauritania,21.0079,10.9408,25 February 2020,0,0,0
,Mauritius,-20.2,57.5,25 February 2020,0,0,0
,Mexico,23.6345,-102.5528,25 February 2020,0,0,0
,Moldova,47.4116,28.3699,25 February 2020,0,0,0
,Monaco,43.7333,7.4167,25 February 2020,0,0,0
,Mongolia,46.8625,103.8467,25 February 2020,0,0,0
,Montenegro,42.5,19.3,25 February 2020,0,0,0
,Morocco,31.7917,-7.0926,25 February 2020,0,0,0
,Namibia,-22.9576,18.4904,25 February 2020,0,0,0
,Nepal,28.1667,84.25,25 February 2020,1,0,1
Aruba,Netherlands,12.5186,-70.0358,25 February 2020,0,0,0
Curacao,Netherlands,12.1696,-68.99,25 February 2020,0,0,0
Sint Maarten,Netherlands,18.0425,-63.0548,25 February 2020,0,0,0
,Netherlands,52.1326,5.2913,25 February 2020,0,0,0
,New Zealand,-40.9006,174.886,25 February 2020,0,0,0
,Nicaragua,12.8654,-85.2072,25 February 2020,0,0,0
,Niger,17.6078,8.0817,25 February 2020,0,0,0
,Nigeria,9.082,8.6753,25 February 2020,0,0,0
,North Macedonia,41.6086,21.7453,25 February 2020,0,0,0
,Norway,60.472,8.4689,25 February 2020,0,0,0
,Oman,21,57,25 February 2020,2,0,0
,Pakistan,30.3753,69.3451,25 February 2020,0,0,0
,Panama,8.538,-80.7821,25 February 2020,0,0,0
,Papua New Guinea,-6.315,143.9555,25 February 2020,0,0,0
,Paraguay,-23.4425,-58.4438,25 February 2020,0,0,0
,Peru,-9.19,-75.0152,25 February 2020,0,0,0
,Philippines,13,122,25 February 2020,3,1,1
,Poland,51.9194,19.1451,25 February 2020,0,0,0
,Portugal,39.3999,-8.2245,25 February 2020,0,0,0
,Qatar,25.3548,51.1839,25 February 2020,0,0,0
,Romania,45.9432,24.9668,25 February 2020,0,0,0
,Russia,60,90,25 February 2020,2,0,2
,Rwanda,-1.9403,29.8739,25 February 2020,0,0,0
,Saint Lucia,13.9094,-60.9789,25 February 2020,0,0,0
,Saint Vincent and the Grenadines,12.9843,-61.2872,25 February 2020,0,0,0
,San Marino,43.9424,12.4578,25 February 2020,0,0,0
,Saudi Arabia,24,45,25 February 2020,0,0,0
,Senegal,14.4974,-14.4524,25 February 2020,0,0,0
,Serbia,44.0165,21.0059,25 February 2020,0,0,0
,Seychelles,-4.6796,55.492,25 February 2020,0,0,0
,Singapore,1.2833,103.8333,25 February 2020,91,0,53
,Slovakia,48.669,19.699,25 February 2020,0,0,0
,Slovenia,46.1512,14.9955,25 February 2020,0,0,0
,Somalia,5.1521,46.1996,25 February 2020,0,0,0
,South Africa,-30.5595,22.9375,25 February 2020,0,0,0
,Spain,40,-4,25 February 2020,6,0,2
,Sri Lanka,7,81,25 February 2020,1,0,1
,Sudan,12.8628,30.2176,25 February 2020,0,0,0
,Suriname,3.9193,-56.0278,25 February 2020,0,0,0
,Sweden,63,16,25 February 2020,1,0,0
,Switzerland,46.8182,8.2275,25 February 2020,1,0,0
,Taiwan*,23.7,121,25 February 2020,31,1,5
,Tanzania,-6.369,34.8888,25 February 2020,0,0,0
,Thailand,15,101,25 February 2020,37,0,22
,Togo,8.6195,0.8248,25 February 2020,0,0,0
,Trinidad and Tobago,10.6918,-61.2225,25 February 2020,0,0,0
,Tunisia,34,9,25 February 2020,0,0,0
,Turkey,38.9637,35.2433,25 February 2020,0,0,0
,Uganda,1,32,25 February 2020,0,0,0
,Ukraine,48.3794,31.1656,25 February 2020,0,0,0
,United Arab Emirates,24,54,25 February 2020,13,0,4
Bermuda,United Kingdom,32.3078,-64.7505,25 February 2020,0,0,0
Cayman Islands,United Kingdom,19.3133,-81.2546,25 February 2020,0,0,0
Channel Islands,United Kingdom,49.3723,-2.3644,25 February 2020,0,0,0
Gibraltar,United Kingdom,36.1408,-5.3536,25 February 2020,0,0,0
Isle of Man,United Kingdom,54.2361,-4.5481,25 February 2020,0,0,0
Montserrat,United Kingdom,16.7425,-62.1874,25 February 2020,0,0,0
,United Kingdom,55.3781,-3.436,25 February 2020,13,0,8
,Uruguay,-32.5228,-55.7658,25 February 2020,0,0,0
,US,37.0902,-95.7129,25 February 2020,51,0,6
,Uzbekistan,41.3775,64.5853,25 February 2020,0,0,0
,Venezuela,6.4238,-66.5897,25 February 2020,0,0,0
,Vietnam,16,108,25 February 2020,16,0,16
,Zambia,-15.4167,28.2833,25 February 2020,0,0,0
,Zimbabwe,-20,30,25 February 2020,0,0,0
Diamond Princess,Canada,0,0,25 February 2020,0,0,0
,Dominica,15.415,-61.371,25 February 2020,0,0,0
,Grenada,12.1165,-61.679,25 February 2020,0,0,0
,Mozambique,-18.665695,35.529562,25 February 2020,0,0,0
,Syria,34.802075,38.996815,25 February 2020,0,0,0
,Timor-Leste,-8.874217,125.727539,25 February 2020,0,0,0
,Belize,13.1939,-59.5432,25 February 2020,0,0,0
,Laos,19.85627,102.495496,25 February 2020,0,0,0
,Libya,26.3351,17.228331,25 February 2020,0,0,0
,West Bank and Gaza,31.9522,35.2332,25 February 2020,0,0,0
,Guinea-Bissau,11.8037,-15.1804,25 February 2020,0,0,0
,Mali,17.570692,-3.996166,25 February 2020,0,0,0
,Saint Kitts and Nevis,17.357822,-62.782998,25 February 2020,0,0,0
Northwest Territories,Canada,64.8255,-124.8457,25 February 2020,0,0,0
Yukon,Canada,64.2823,-135,25 February 2020,0,0,0
,Kosovo,42.602636,20.902977,25 February 2020,0,0,0
,Burma,21.9162,95.956,25 February 2020,0,0,0
Anguilla,United Kingdom,18.2206,-63.0686,25 February 2020,0,0,0
British Virgin Islands,United Kingdom,18.4207,-64.64,25 February 2020,0,0,0
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,25 February 2020,0,0,0
,MS Zaandam,0,0,25 February 2020,0,0,0
,Botswana,-22.3285,24.6849,25 February 2020,0,0,0
,Burundi,-3.3731,29.9189,25 February 2020,0,0,0
,Sierra Leone,8.460555,-11.779889,25 February 2020,0,0,0
,Malawi,-13.254308,34.301525,25 February 2020,0,0,0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,25 February 2020,0,0,0
Saint Pierre and Miquelon,France,46.8852,-56.3159,25 February 2020,0,0,0
,South Sudan,6.877,31.307,25 February 2020,0,0,0
,Western Sahara,24.2155,-12.8858,25 February 2020,0,0,0
,Sao Tome and Principe,0.18636,6.613081,25 February 2020,0,0,0
,Yemen,15.552727,48.516388,25 February 2020,0,0,0
,Comoros,-11.6455,43.3333,25 February 2020,0,0,0
,Tajikistan,38.861034,71.276093,25 February 2020,0,0,0
,Lesotho,-29.609988,28.233608,25 February 2020,0,0,0
,Afghanistan,33,65,26 February 2020,1,0,0
,Albania,41.1533,20.1683,26 February 2020,0,0,0
,Algeria,28.0339,1.6596,26 February 2020,1,0,0
,Andorra,42.5063,1.5218,26 February 2020,0,0,0
,Angola,-11.2027,17.8739,26 February 2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,26 February 2020,0,0,0
,Argentina,-38.4161,-63.6167,26 February 2020,0,0,0
,Armenia,40.0691,45.0382,26 February 2020,0,0,0
Australian Capital Territory,Australia,-35.4735,149.0124,26 February 2020,0,0,0
New South Wales,Australia,-33.8688,151.2093,26 February 2020,4,0,4
Northern Territory,Australia,-12.4634,130.8456,26 February 2020,0,0,0
Queensland,Australia,-28.0167,153.4,26 February 2020,5,0,1
South Australia,Australia,-34.9285,138.6007,26 February 2020,2,0,2
Tasmania,Australia,-41.4545,145.9707,26 February 2020,0,0,0
Victoria,Australia,-37.8136,144.9631,26 February 2020,4,0,4
Western Australia,Australia,-31.9505,115.8605,26 February 2020,0,0,0
,Austria,47.5162,14.5501,26 February 2020,2,0,0
,Azerbaijan,40.1431,47.5769,26 February 2020,0,0,0
,Bahamas,25.0343,-77.3963,26 February 2020,0,0,0
,Bahrain,26.0275,50.55,26 February 2020,33,0,0
,Bangladesh,23.685,90.3563,26 February 2020,0,0,0
,Barbados,13.1939,-59.5432,26 February 2020,0,0,0
,Belarus,53.7098,27.9534,26 February 2020,0,0,0
,Belgium,50.8333,4,26 February 2020,1,0,1
,Benin,9.3077,2.3158,26 February 2020,0,0,0
,Bhutan,27.5142,90.4336,26 February 2020,0,0,0
,Bolivia,-16.2902,-63.5887,26 February 2020,0,0,0
,Bosnia and Herzegovina,43.9159,17.6791,26 February 2020,0,0,0
,Brazil,-14.235,-51.9253,26 February 2020,1,0,0
,Brunei,4.5353,114.7277,26 February 2020,0,0,0
