Province,Country,Latitude,Longitude,Date,Confirmed,Deaths,Recovered
,Saint Kitts and Nevis,17.357822,-62.782998,22 February 2020,0,0,0
Northwest Territories,Canada,64.8255,-124.8457,22 February 2020,0,0,0
Yukon,Canada,64.2823,-135,22 February 2020,0,0,0
,Kosovo,42.602636,20.902977,22 February 2020,0,0,0
,Burma,21.9162,95.956,22 February 2020,0,0,0
Anguilla,United Kingdom,18.2206,-63.0686,22 February 2020,0,0,0
British Virgin Islands,United Kingdom,18.4207,-64.64,22 February 2020,0,0,0
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,22 February 2020,0,0,0
,MS Zaandam,0,0,22 February 2020,0,0,0
,Botswana,-22.3285,24.6849,22 February 2020,0,0,0
,Burundi,-3.3731,29.9189,22 February 2020,0,0,0
,Sierra Leone,8.460555,-11.779889,22 February 2020,0,0,0
,Malawi,-13.254308,34.301525,22 February 2020,0,0,0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,22 February 2020,0,0,0
Saint Pierre and Miquelon,France,46.8852,-56.3159,22 February 2020,0,0,0
,South Sudan,6.877,31.307,22 February 2020,0,0,0
,Western Sahara,24.2155,-12.8858,22 February 2020,0,0,0
,Sao Tome and Principe,0.18636,6.613081,22 February 2020,0,0,0
,Yemen,15.552727,48.516388,22 February 2020,0,0,0
,Comoros,-11.6455,43.3333,22 February 2020,0,0,0
,Tajikistan,38.861034,71.276093,22 February 2020,0,0,0
,Lesotho,-29.609988,28.233608,22 February 2020,0,0,0
,Afghanistan,33,65,23 February 2020,0,0,0
,Albania,41.1533,20.1683,23 February 2020,0,0,0
,Algeria,28.0339,1.6596,23 February 2020,0,0,0
,Andorra,42.5063,1.5218,23 February 2020,0,0,0
,Angola,-11.2027,17.8739,23 February 2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,23 February 2020,0,0,0
,Argentina,-38.4161,-63.6167,23 February 2020,0,0,0
,Armenia,40.0691,45.0382,23 February 2020,0,0,0
Australian Capital Territory,Australia,-35.4735,149.0124,23 February 2020,0,0,0
New South Wales,Australia,-33.8688,151.2093,23 February 2020,4,0,4
Northern Territory,Australia,-12.4634,130.8456,23 February 2020,0,0,0
Queensland,Australia,-28.0167,153.4,23 February 2020,5,0,1
South Australia,Australia,-34.9285,138.6007,23 February 2020,2,0,2
Tasmania,Australia,-41.4545,145.9707,23 February 2020,0,0,0
Victoria,Australia,-37.8136,144.9631,23 February 2020,4,0,4
Western Australia,Australia,-31.9505,115.8605,23 February 2020,0,0,0
,Austria,47.5162,14.5501,23 February 2020,0,0,0
,Azerbaijan,40.1431,47.5769,23 February 2020,0,0,0
,Bahamas,25.0343,-77.3963,23 February 2020,0,0,0
,Bahrain,26.0275,50.55,23 February 2020,0,0,0
,Bangladesh,23.685,90.3563,23 February 2020,0,0,0
,Barbados,13.1939,-59.5432,23 February 2020,0,0,0
,Belarus,53.7098,27.9534,23 February 2020,0,0,0
,Belgium,50.8333,4,23 February 2020,1,0,1
,Benin,9.3077,2.3158,23 February 2020,0,0,0
,Bhutan,27.5142,90.4336,23 February 2020,0,0,0
,Bolivia,-16.2902,-63.5887,23 February 2020,0,0,0
,Bosnia and Herzegovina,43.9159,17.6791,23 February 2020,0,0,0
,Brazil,-14.235,-51.9253,23 February 2020,0,0,0
,Brunei,4.5353,114.7277,23 February 2020,0,0,0
,Bulgaria,42.7339,25.4858,23 February 2020,0,0,0
,Burkina Faso,12.2383,-1.5616,23 February 2020,0,0,0
,Cabo Verde,16.5388,-23.0418,23 February 2020,0,0,0
,Cambodia,11.55,104.9167,23 February 2020,1,0,1
,Cameroon,3.848,11.5021,23 February 2020,0,0,0
Alberta,Canada,53.9333,-116.5765,23 February 2020,0,0,0
British Columbia,Canada,49.2827,-123.1207,23 February 2020,6,0,0
Grand Princess,Canada,37.6489,-122.6655,23 February 2020,0,0,0
Manitoba,Canada,53.7609,-98.8139,23 February 2020,0,0,0
New Brunswick,Canada,46.5653,-66.4619,23 February 2020,0,0,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,23 February 2020,0,0,0
Nova Scotia,Canada,44.682,-63.7443,23 February 2020,0,0,0
Ontario,Canada,51.2538,-85.3232,23 February 2020,3,0,0
Prince Edward Island,Canada,46.5107,-63.4168,23 February 2020,0,0,0
Quebec,Canada,52.9399,-73.5491,23 February 2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,23 February 2020,0,0,0
,Central African Republic,6.6111,20.9394,23 February 2020,0,0,0
,Chad,15.4542,18.7322,23 February 2020,0,0,0
,Chile,-35.6751,-71.543,23 February 2020,0,0,0
Anhui,China,31.8257,117.2264,23 February 2020,989,6,637
Beijing,China,40.1824,116.4142,23 February 2020,399,4,189
Chongqing,China,30.0572,107.874,23 February 2020,575,6,335
Fujian,China,26.0789,117.9874,23 February 2020,293,1,170
Gansu,China,37.8099,101.0583,23 February 2020,91,2,78
Guangdong,China,23.3417,113.4244,23 February 2020,1342,6,755
Guangxi,China,23.8298,108.7881,23 February 2020,249,2,106
Guizhou,China,26.8154,106.8748,23 February 2020,146,2,102
Hainan,China,19.1959,109.7453,23 February 2020,168,5,106
Hebei,China,39.549,116.1306,23 February 2020,311,6,219
Heilongjiang,China,47.862,127.7615,23 February 2020,480,12,222
Henan,China,33.882,113.614,23 February 2020,1271,19,868
Hong Kong,China,22.3,114.2,23 February 2020,74,2,11
Hubei,China,30.9756,112.2707,23 February 2020,64084,2346,15343
Hunan,China,27.6104,111.7088,23 February 2020,1016,4,714
Inner Mongolia,China,44.0935,113.9448,23 February 2020,75,0,27
Jiangsu,China,32.9711,119.455,23 February 2020,631,0,418
Jiangxi,China,27.614,115.7221,23 February 2020,934,1,613
Jilin,China,43.6661,126.1923,23 February 2020,91,1,54
Liaoning,China,41.2956,122.6085,23 February 2020,121,1,73
Macau,China,22.1667,113.55,23 February 2020,10,0,6
Ningxia,China,37.2692,106.1655,23 February 2020,71,0,56
Qinghai,China,35.7452,95.9956,23 February 2020,18,0,18
Shaanxi,China,35.1917,108.8701,23 February 2020,245,1,163
Shandong,China,36.3427,118.1498,23 February 2020,754,4,321
Shanghai,China,31.202,121.4491,23 February 2020,335,3,249
Shanxi,China,37.5777,112.2922,23 February 2020,132,0,88
Sichuan,China,30.6171,102.7103,23 February 2020,526,3,261
Tianjin,China,39.3054,117.323,23 February 2020,135,3,81
Tibet,China,31.6927,88.0924,23 February 2020,1,0,1
Xinjiang,China,41.1129,85.2401,23 February 2020,76,2,28
Yunnan,China,24.974,101.487,23 February 2020,174,2,115
Zhejiang,China,29.1832,120.0934,23 February 2020,1205,1,760
,Colombia,4.5709,-74.2973,23 February 2020,0,0,0
,Congo (Brazzaville),-4.0383,21.7587,23 February 2020,0,0,0
,Congo (Kinshasa),-4.0383,21.7587,23 February 2020,0,0,0
,Costa Rica,9.7489,-83.7534,23 February 2020,0,0,0
,Cote d'Ivoire,7.54,-5.5471,23 February 2020,0,0,0
,Croatia,45.1,15.2,23 February 2020,0,0,0
,Diamond Princess,0,0,23 February 2020,691,3,0
,Cuba,22,-80,23 February 2020,0,0,0
,Cyprus,35.1264,33.4299,23 February 2020,0,0,0
,Czechia,49.8175,15.473,23 February 2020,0,0,0
Faroe Islands,Denmark,61.8926,-6.9118,23 February 2020,0,0,0
Greenland,Denmark,71.7069,-42.6043,23 February 2020,0,0,0
,Denmark,56.2639,9.5018,23 February 2020,0,0,0
,Djibouti,11.8251,42.5903,23 February 2020,0,0,0
,Dominican Republic,18.7357,-70.1627,23 February 2020,0,0,0
,Ecuador,-1.8312,-78.1834,23 February 2020,0,0,0
,Egypt,26,30,23 February 2020,1,0,0
,El Salvador,13.7942,-88.8965,23 February 2020,0,0,0
,Equatorial Guinea,1.5,10,23 February 2020,0,0,0
,Eritrea,15.1794,39.7823,23 February 2020,0,0,0
,Estonia,58.5953,25.0136,23 February 2020,0,0,0
,Eswatini,-26.5225,31.4659,23 February 2020,0,0,0
,Ethiopia,9.145,40.4897,23 February 2020,0,0,0
,Fiji,-17.7134,178.065,23 February 2020,0,0,0
,Finland,64,26,23 February 2020,1,0,1
French Guiana,France,3.9339,-53.1258,23 February 2020,0,0,0
French Polynesia,France,-17.6797,149.4068,23 February 2020,0,0,0
Guadeloupe,France,16.25,-61.5833,23 February 2020,0,0,0
Mayotte,France,-12.8275,45.1662,23 February 2020,0,0,0
New Caledonia,France,-20.9043,165.618,23 February 2020,0,0,0
Reunion,France,-21.1351,55.2471,23 February 2020,0,0,0
Saint Barthelemy,France,17.9,-62.8333,23 February 2020,0,0,0
St Martin,France,18.0708,-63.0501,23 February 2020,0,0,0
Martinique,France,14.6415,-61.0242,23 February 2020,0,0,0
,France,46.2276,2.2137,23 February 2020,12,1,4
,Gabon,-0.8037,11.6094,23 February 2020,0,0,0
,Gambia,13.4432,-15.3101,23 February 2020,0,0,0
,Georgia,42.3154,43.3569,23 February 2020,0,0,0
,Germany,51,9,23 February 2020,16,0,14
,Ghana,7.9465,-1.0232,23 February 2020,0,0,0
,Greece,39.0742,21.8243,23 February 2020,0,0,0
,Guatemala,15.7835,-90.2308,23 February 2020,0,0,0
,Guinea,9.9456,-9.6966,23 February 2020,0,0,0
,Guyana,5,-58.75,23 February 2020,0,0,0
,Haiti,18.9712,-72.2852,23 February 2020,0,0,0
,Holy See,41.9029,12.4534,23 February 2020,0,0,0
,Honduras,15.2,-86.2419,23 February 2020,0,0,0
,Hungary,47.1625,19.5033,23 February 2020,0,0,0
,Iceland,64.9631,-19.0208,23 February 2020,0,0,0
,India,21,78,23 February 2020,3,0,3
,Indonesia,-0.7893,113.9213,23 February 2020,0,0,0
,Iran,32,53,23 February 2020,43,8,0
,Iraq,33,44,23 February 2020,0,0,0
,Ireland,53.1424,-7.6921,23 February 2020,0,0,0
,Israel,31,35,23 February 2020,1,0,0
,Italy,43,12,23 February 2020,155,3,2
,Jamaica,18.1096,-77.2975,23 February 2020,0,0,0
,Japan,36,138,23 February 2020,147,1,22
,Jordan,31.24,36.51,23 February 2020,0,0,0
,Kazakhstan,48.0196,66.9237,23 February 2020,0,0,0
,Kenya,-0.0236,37.9062,23 February 2020,0,0,0
,South Korea,36,128,23 February 2020,602,6,18
,Kuwait,29.5,47.75,23 February 2020,0,0,0
,Kyrgyzstan,41.2044,74.7661,23 February 2020,0,0,0
,Latvia,56.8796,24.6032,23 February 2020,0,0,0
,Lebanon,33.8547,35.8623,23 February 2020,1,0,0
,Liberia,6.4281,-9.4295,23 February 2020,0,0,0
,Liechtenstein,47.14,9.55,23 February 2020,0,0,0
,Lithuania,55.1694,23.8813,23 February 2020,0,0,0
,Luxembourg,49.8153,6.1296,23 February 2020,0,0,0
,Madagascar,-18.7669,46.8691,23 February 2020,0,0,0
,Malaysia,2.5,112.5,23 February 2020,22,0,15
,Maldives,3.2028,73.2207,23 February 2020,0,0,0
,Malta,35.9375,14.3754,23 February 2020,0,0,0
,Mauritania,21.0079,10.9408,23 February 2020,0,0,0
,Mauritius,-20.2,57.5,23 February 2020,0,0,0
,Mexico,23.6345,-102.5528,23 February 2020,0,0,0
,Moldova,47.4116,28.3699,23 February 2020,0,0,0
,Monaco,43.7333,7.4167,23 February 2020,0,0,0
,Mongolia,46.8625,103.8467,23 February 2020,0,0,0
,Montenegro,42.5,19.3,23 February 2020,0,0,0
,Morocco,31.7917,-7.0926,23 February 2020,0,0,0
,Namibia,-22.9576,18.4904,23 February 2020,0,0,0
,Nepal,28.1667,84.25,23 February 2020,1,0,1
Aruba,Netherlands,12.5186,-70.0358,23 February 2020,0,0,0
Curacao,Netherlands,12.1696,-68.99,23 February 2020,0,0,0
Sint Maarten,Netherlands,18.0425,-63.0548,23 February 2020,0,0,0
,Netherlands,52.1326,5.2913,23 February 2020,0,0,0
,New Zealand,-40.9006,174.886,23 February 2020,0,0,0
,Nicaragua,12.8654,-85.2072,23 February 2020,0,0,0
,Niger,17.6078,8.0817,23 February 2020,0,0,0
,Nigeria,9.082,8.6753,23 February 2020,0,0,0
,North Macedonia,41.6086,21.7453,23 February 2020,0,0,0
,Norway,60.472,8.4689,23 February 2020,0,0,0
,Oman,21,57,23 February 2020,0,0,0
,Pakistan,30.3753,69.3451,23 February 2020,0,0,0
,Panama,8.538,-80.7821,23 February 2020,0,0,0
,Papua New Guinea,-6.315,143.9555,23 February 2020,0,0,0
,Paraguay,-23.4425,-58.4438,23 February 2020,0,0,0
,Peru,-9.19,-75.0152,23 February 2020,0,0,0
,Philippines,13,122,23 February 2020,3,1,1
,Poland,51.9194,19.1451,23 February 2020,0,0,0
,Portugal,39.3999,-8.2245,23 February 2020,0,0,0
,Qatar,25.3548,51.1839,23 February 2020,0,0,0
,Romania,45.9432,24.9668,23 February 2020,0,0,0
,Russia,60,90,23 February 2020,2,0,2
,Rwanda,-1.9403,29.8739,23 February 2020,0,0,0
,Saint Lucia,13.9094,-60.9789,23 February 2020,0,0,0
,Saint Vincent and the Grenadines,12.9843,-61.2872,23 February 2020,0,0,0
,San Marino,43.9424,12.4578,23 February 2020,0,0,0
,Saudi Arabia,24,45,23 February 2020,0,0,0
,Senegal,14.4974,-14.4524,23 February 2020,0,0,0
,Serbia,44.0165,21.0059,23 February 2020,0,0,0
,Seychelles,-4.6796,55.492,23 February 2020,0,0,0
,Singapore,1.2833,103.8333,23 February 2020,89,0,51
,Slovakia,48.669,19.699,23 February 2020,0,0,0
,Slovenia,46.1512,14.9955,23 February 2020,0,0,0
,Somalia,5.1521,46.1996,23 February 2020,0,0,0
,South Africa,-30.5595,22.9375,23 February 2020,0,0,0
,Spain,40,-4,23 February 2020,2,0,2
,Sri Lanka,7,81,23 February 2020,1,0,1
,Sudan,12.8628,30.2176,23 February 2020,0,0,0
,Suriname,3.9193,-56.0278,23 February 2020,0,0,0
,Sweden,63,16,23 February 2020,1,0,0
,Switzerland,46.8182,8.2275,23 February 2020,0,0,0
,Taiwan*,23.7,121,23 February 2020,28,1,2
,Tanzania,-6.369,34.8888,23 February 2020,0,0,0
,Thailand,15,101,23 February 2020,35,0,21
,Togo,8.6195,0.8248,23 February 2020,0,0,0
,Trinidad and Tobago,10.6918,-61.2225,23 February 2020,0,0,0
,Tunisia,34,9,23 February 2020,0,0,0
,Turkey,38.9637,35.2433,23 February 2020,0,0,0
,Uganda,1,32,23 February 2020,0,0,0
,Ukraine,48.3794,31.1656,23 February 2020,0,0,0
,United Arab Emirates,24,54,23 February 2020,13,0,4
Bermuda,United Kingdom,32.3078,-64.7505,23 February 2020,0,0,0
Cayman Islands,United Kingdom,19.3133,-81.2546,23 February 2020,0,0,0
Channel Islands,United Kingdom,49.3723,-2.3644,23 February 2020,0,0,0
Gibraltar,United Kingdom,36.1408,-5.3536,23 February 2020,0,0,0
Isle of Man,United Kingdom,54.2361,-4.5481,23 February 2020,0,0,0
Montserrat,United Kingdom,16.7425,-62.1874,23 February 2020,0,0,0
,United Kingdom,55.3781,-3.436,23 February 2020,9,0,8
,Uruguay,-32.5228,-55.7658,23 February 2020,0,0,0
,US,37.0902,-95.7129,23 February 2020,15,0,5
,Uzbekistan,41.3775,64.5853,23 February 2020,0,0,0
,Venezuela,6.4238,-66.5897,23 February 2020,0,0,0
,Vietnam,16,108,23 February 2020,16,0,14
,Zambia,-15.4167,28.2833,23 February 2020,0,0,0
,Zimbabwe,-20,30,23 February 2020,0,0,0
Diamond Princess,Canada,0,0,23 February 2020,0,0,0
,Dominica,15.415,-61.371,23 February 2020,0,0,0
,Grenada,12.1165,-61.679,23 February 2020,0,0,0
,Mozambique,-18.665695,35.529562,23 February 2020,0,0,0
,Syria,34.802075,38.996815,23 February 2020,0,0,0
,Timor-Leste,-8.874217,125.727539,23 February 2020,0,0,0
,Belize,13.1939,-59.5432,23 February 2020,0,0,0
,Laos,19.85627,102.495496,23 February 2020,0,0,0
,Libya,26.3351,17.228331,23 February 2020,0,0,0
,West Bank and Gaza,31.9522,35.2332,23 February 2020,0,0,0
,Guinea-Bissau,11.8037,-15.1804,23 February 2020,0,0,0
,Mali,17.570692,-3.996166,23 February 2020,0,0,0
,Saint Kitts and Nevis,17.357822,-62.782998,23 February 2020,0,0,0
Northwest Territories,Canada,64.8255,-124.8457,23 February 2020,0,0,0
Yukon,Canada,64.2823,-135,23 February 2020,0,0,0
,Kosovo,42.602636,20.902977,23 February 2020,0,0,0
,Burma,21.9162,95.956,23 February 2020,0,0,0
Anguilla,United Kingdom,18.2206,-63.0686,23 February 2020,0,0,0
British Virgin Islands,United Kingdom,18.4207,-64.64,23 February 2020,0,0,0
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,23 February 2020,0,0,0
,MS Zaandam,0,0,23 February 2020,0,0,0
,Botswana,-22.3285,24.6849,23 February 2020,0,0,0
,Burundi,-3.3731,29.9189,23 February 2020,0,0,0
,Sierra Leone,8.460555,-11.779889,23 February 2020,0,0,0
,Malawi,-13.254308,34.301525,23 February 2020,0,0,0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,23 February 2020,0,0,0
Saint Pierre and Miquelon,France,46.8852,-56.3159,23 February 2020,0,0,0
,South Sudan,6.877,31.307,23 February 2020,0,0,0
,Western Sahara,24.2155,-12.8858,23 February 2020,0,0,0
,Sao Tome and Principe,0.18636,6.613081,23 February 2020,0,0,0
,Yemen,15.552727,48.516388,23 February 2020,0,0,0
,Comoros,-11.6455,43.3333,23 February 2020,0,0,0
,Tajikistan,38.861034,71.276093,23 February 2020,0,0,0
,Lesotho,-29.609988,28.233608,23 February 2020,0,0,0
,Afghanistan,33,65,24 February 2020,1,0,0
,Albania,41.1533,20.1683,24 February 2020,0,0,0
,Algeria,28.0339,1.6596,24 February 2020,0,0,0
,Andorra,42.5063,1.5218,24 February 2020,0,0,0
,Angola,-11.2027,17.8739,24 February 2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,24 February 2020,0,0,0
,Argentina,-38.4161,-63.6167,24 February 2020,0,0,0
,Armenia,40.0691,45.0382,24 February 2020,0,0,0
Australian Capital Territory,Australia,-35.4735,149.0124,24 February 2020,0,0,0
New South Wales,Australia,-33.8688,151.2093,24 February 2020,4,0,4
Northern Territory,Australia,-12.4634,130.8456,24 February 2020,0,0,0
Queensland,Australia,-28.0167,153.4,24 February 2020,5,0,1
South Australia,Australia,-34.9285,138.6007,24 February 2020,2,0,2
Tasmania,Australia,-41.4545,145.9707,24 February 2020,0,0,0
Victoria,Australia,-37.8136,144.9631,24 February 2020,4,0,4
Western Australia,Australia,-31.9505,115.8605,24 February 2020,0,0,0
,Austria,47.5162,14.5501,24 February 2020,0,0,0
,Azerbaijan,40.1431,47.5769,24 February 2020,0,0,0
,Bahamas,25.0343,-77.3963,24 February 2020,0,0,0
,Bahrain,26.0275,50.55,24 February 2020,1,0,0
,Bangladesh,23.685,90.3563,24 February 2020,0,0,0
,Barbados,13.1939,-59.5432,24 February 2020,0,0,0
,Belarus,53.7098,27.9534,24 February 2020,0,0,0
,Belgium,50.8333,4,24 February 2020,1,0,1
,Benin,9.3077,2.3158,24 February 2020,0,0,0
,Bhutan,27.5142,90.4336,24 February 2020,0,0,0
,Bolivia,-16.2902,-63.5887,24 February 2020,0,0,0
,Bosnia and Herzegovina,43.9159,17.6791,24 February 2020,0,0,0
,Brazil,-14.235,-51.9253,24 February 2020,0,0,0
,Brunei,4.5353,114.7277,24 February 2020,0,0,0
,Bulgaria,42.7339,25.4858,24 February 2020,0,0,0
,Burkina Faso,12.2383,-1.5616,24 February 2020,0,0,0
,Cabo Verde,16.5388,-23.0418,24 February 2020,0,0,0
,Cambodia,11.55,104.9167,24 February 2020,1,0,1
,Cameroon,3.848,11.5021,24 February 2020,0,0,0
Alberta,Canada,53.9333,-116.5765,24 February 2020,0,0,0
British Columbia,Canada,49.2827,-123.1207,24 February 2020,6,0,0
Grand Princess,Canada,37.6489,-122.6655,24 February 2020,0,0,0
Manitoba,Canada,53.7609,-98.8139,24 February 2020,0,0,0
New Brunswick,Canada,46.5653,-66.4619,24 February 2020,0,0,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,24 February 2020,0,0,0
Nova Scotia,Canada,44.682,-63.7443,24 February 2020,0,0,0
Ontario,Canada,51.2538,-85.3232,24 February 2020,4,0,0
Prince Edward Island,Canada,46.5107,-63.4168,24 February 2020,0,0,0
Quebec,Canada,52.9399,-73.5491,24 February 2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,24 February 2020,0,0,0
,Central African Republic,6.6111,20.9394,24 February 2020,0,0,0
,Chad,15.4542,18.7322,24 February 2020,0,0,0
,Chile,-35.6751,-71.543,24 February 2020,0,0,0
Anhui,China,31.8257,117.2264,24 February 2020,989,6,663
Beijing,China,40.1824,116.4142,24 February 2020,399,4,198
Chongqing,China,30.0572,107.874,24 February 2020,576,6,349
Fujian,China,26.0789,117.9874,24 February 2020,293,1,183
Gansu,China,37.8099,101.0583,24 February 2020,91,2,80
Guangdong,China,23.3417,113.4244,24 February 2020,1345,6,786
Guangxi,China,23.8298,108.7881,24 February 2020,251,2,112
Guizhou,China,26.8154,106.8748,24 February 2020,146,2,102
Hainan,China,19.1959,109.7453,24 February 2020,168,5,116
Hebei,China,39.549,116.1306,24 February 2020,311,6,234
Heilongjiang,China,47.862,127.7615,24 February 2020,480,12,227
Henan,China,33.882,113.614,24 February 2020,1271,19,943
Hong Kong,China,22.3,114.2,24 February 2020,79,2,19
Hubei,China,30.9756,112.2707,24 February 2020,64287,2495,16748
Hunan,China,27.6104,111.7088,24 February 2020,1016,4,731
Inner Mongolia,China,44.0935,113.9448,24 February 2020,75,0,34
Jiangsu,China,32.9711,119.455,24 February 2020,631,0,452
Jiangxi,China,27.614,115.7221,24 February 2020,934,1,645
Jilin,China,43.6661,126.1923,24 February 2020,93,1,60
Liaoning,China,41.2956,122.6085,24 February 2020,121,1,80
Macau,China,22.1667,113.55,24 February 2020,10,0,6
Ningxia,China,37.2692,106.1655,24 February 2020,71,0,58
Qinghai,China,35.7452,95.9956,24 February 2020,18,0,18
Shaanxi,China,35.1917,108.8701,24 February 2020,245,1,173
Shandong,China,36.3427,118.1498,24 February 2020,755,5,343
Shanghai,China,31.202,121.4491,24 February 2020,335,3,261
Shanxi,China,37.5777,112.2922,24 February 2020,133,0,94
Sichuan,China,30.6171,102.7103,24 February 2020,527,3,276
Tianjin,China,39.3054,117.323,24 February 2020,135,3,87
Tibet,China,31.6927,88.0924,24 February 2020,1,0,1
Xinjiang,China,41.1129,85.2401,24 February 2020,76,2,30
Yunnan,China,24.974,101.487,24 February 2020,174,2,124
Zhejiang,China,29.1832,120.0934,24 February 2020,1205,1,782
,Colombia,4.5709,-74.2973,24 February 2020,0,0,0
,Congo (Brazzaville),-4.0383,21.7587,24 February 2020,0,0,0
,Congo (Kinshasa),-4.0383,21.7587,24 February 2020,0,0,0
,Costa Rica,9.7489,-83.7534,24 February 2020,0,0,0
,Cote d'Ivoire,7.54,-5.5471,24 February 2020,0,0,0
,Croatia,45.1,15.2,24 February 2020,0,0,0
,Diamond Princess,0,0,24 February 2020,691,3,0
,Cuba,22,-80,24 February 2020,0,0,0
,Cyprus,35.1264,33.4299,24 February 2020,0,0,0
,Czechia,49.8175,15.473,24 February 2020,0,0,0
Faroe Islands,Denmark,61.8926,-6.9118,24 February 2020,0,0,0
Greenland,Denmark,71.7069,-42.6043,24 February 2020,0,0,0
,Denmark,56.2639,9.5018,24 February 2020,0,0,0
,Djibouti,11.8251,42.5903,24 February 2020,0,0,0
,Dominican Republic,18.7357,-70.1627,24 February 2020,0,0,0
,Ecuador,-1.8312,-78.1834,24 February 2020,0,0,0
,Egypt,26,30,24 February 2020,1,0,0
,El Salvador,13.7942,-88.8965,24 February 2020,0,0,0
,Equatorial Guinea,1.5,10,24 February 2020,0,0,0
,Eritrea,15.1794,39.7823,24 February 2020,0,0,0
,Estonia,58.5953,25.0136,24 February 2020,0,0,0
,Eswatini,-26.5225,31.4659,24 February 2020,0,0,0
,Ethiopia,9.145,40.4897,24 February 2020,0,0,0
,Fiji,-17.7134,178.065,24 February 2020,0,0,0
,Finland,64,26,24 February 2020,1,0,1
French Guiana,France,3.9339,-53.1258,24 February 2020,0,0,0
French Polynesia,France,-17.6797,149.4068,24 February 2020,0,0,0
Guadeloupe,France,16.25,-61.5833,24 February 2020,0,0,0
Mayotte,France,-12.8275,45.1662,24 February 2020,0,0,0
New Caledonia,France,-20.9043,165.618,24 February 2020,0,0,0
Reunion,France,-21.1351,55.2471,24 February 2020,0,0,0
Saint Barthelemy,France,17.9,-62.8333,24 February 2020,0,0,0
St Martin,France,18.0708,-63.0501,24 February 2020,0,0,0
Martinique,France,14.6415,-61.0242,24 February 2020,0,0,0
,France,46.2276,2.2137,24 February 2020,12,1,4
,Gabon,-0.8037,11.6094,24 February 2020,0,0,0
,Gambia,13.4432,-15.3101,24 February 2020,0,0,0
,Georgia,42.3154,43.3569,24 February 2020,0,0,0
,Germany,51,9,24 February 2020,16,0,14
,Ghana,7.9465,-1.0232,24 February 2020,0,0,0
,Greece,39.0742,21.8243,24 February 2020,0,0,0
,Guatemala,15.7835,-90.2308,24 February 2020,0,0,0
,Guinea,9.9456,-9.6966,24 February 2020,0,0,0
,Guyana,5,-58.75,24 February 2020,0,0,0
,Haiti,18.9712,-72.2852,24 February 2020,0,0,0
,Holy See,41.9029,12.4534,24 February 2020,0,0,0
,Honduras,15.2,-86.2419,24 February 2020,0,0,0
,Hungary,47.1625,19.5033,24 February 2020,0,0,0
,Iceland,64.9631,-19.0208,24 February 2020,0,0,0
,India,21,78,24 February 2020,3,0,3
,Indonesia,-0.7893,113.9213,24 February 2020,0,0,0
,Iran,32,53,24 February 2020,61,12,0
,Iraq,33,44,24 February 2020,1,0,0
,Ireland,53.1424,-7.6921,24 February 2020,0,0,0
,Israel,31,35,24 February 2020,1,0,0
,Italy,43,12,24 February 2020,229,7,1
,Jamaica,18.1096,-77.2975,24 February 2020,0,0,0
,Japan,36,138,24 February 2020,159,1,22
,Jordan,31.24,36.51,24 February 2020,0,0,0
,Kazakhstan,48.0196,66.9237,24 February 2020,0,0,0
,Kenya,-0.0236,37.9062,24 February 2020,0,0,0
,South Korea,36,128,24 February 2020,833,8,18
,Kuwait,29.5,47.75,24 February 2020,1,0,0
,Kyrgyzstan,41.2044,74.7661,24 February 2020,0,0,0
,Latvia,56.8796,24.6032,24 February 2020,0,0,0
,Lebanon,33.8547,35.8623,24 February 2020,1,0,0
,Liberia,6.4281,-9.4295,24 February 2020,0,0,0
,Liechtenstein,47.14,9.55,24 February 2020,0,0,0
,Lithuania,55.1694,23.8813,24 February 2020,0,0,0
,Luxembourg,49.8153,6.1296,24 February 2020,0,0,0
,Madagascar,-18.7669,46.8691,24 February 2020,0,0,0
,Malaysia,2.5,112.5,24 February 2020,22,0,18
,Maldives,3.2028,73.2207,24 February 2020,0,0,0
,Malta,35.9375,14.3754,24 February 2020,0,0,0
,Mauritania,21.0079,10.9408,24 February 2020,0,0,0
,Mauritius,-20.2,57.5,24 February 2020,0,0,0
,Mexico,23.6345,-102.5528,24 February 2020,0,0,0
,Moldova,47.4116,28.3699,24 February 2020,0,0,0
,Monaco,43.7333,7.4167,24 February 2020,0,0,0
,Mongolia,46.8625,103.8467,24 February 2020,0,0,0
,Montenegro,42.5,19.3,24 February 2020,0,0,0
,Morocco,31.7917,-7.0926,24 February 2020,0,0,0
,Namibia,-22.9576,18.4904,24 February 2020,0,0,0
,Nepal,28.1667,84.25,24 February 2020,1,0,1
Aruba,Netherlands,12.5186,-70.0358,24 February 2020,0,0,0
Curacao,Netherlands,12.1696,-68.99,24 February 2020,0,0,0
Sint Maarten,Netherlands,18.0425,-63.0548,24 February 2020,0,0,0
,Netherlands,52.1326,5.2913,24 February 2020,0,0,0
